BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, +ACM- beacons, +ACM- IV, LAN IP, ID+AC0-length, ESSID, Key,
90:5C:44:F2:64:ED, 2018+AC0-02+AC0-28 18:27:03, 2018+AC0-02+AC0-28 18:27:15,112,54, WPA2WPA , CCMP TKIP,PSK,+AC0-87,3,0,   0.  0.  0.  0,12, ZiggoE236CC4, ,
02:11:87:27:46:41, 2018+AC0-02+AC0-28 18:26:56, 2018+AC0-02+AC0-28 18:26:57,1,54, OPN ,       ,   ,+AC0-1,3,0,   0.  0.  0.  0,18, TVW+AC0-1105+AF8-594285990, ,
00:22:6B:70:4C:0D, 2018+AC0-02+AC0-28 18:26:56, 2018+AC0-02+AC0-28 18:26:57,1,54, WPA , TKIP,PSK,+AC0-64,5,0,   0.  0.  0.  0,8, HOMEWIFI, ,
F0:9F:C2:F4:13:51, 2018+AC0-02+AC0-28 18:26:45, 2018+AC0-02+AC0-28 18:26:57,13,54, WPA2, CCMP,PSK,+AC0-72,3,2,   0.  0.  0.  0,14, Solutio 365 BV, ,
00:23:CD:D1:9C:56, 2018+AC0-02+AC0-28 18:26:56, 2018+AC0-02+AC0-28 18:26:57,1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-81,2,0,   0.  0.  0.  0,5, +ACM-hash, ,
E8:40:F2:38:A4:14, 2018+AC0-02+AC0-28 18:26:45, 2018+AC0-02+AC0-28 18:26:45,1,+AC0-1, WPA ,       ,   ,+AC0-1,0,5,   0.  0.  0.  0,0, , ,
DC:53:7C:B4:79:54, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:45,1,54, WPA2, CCMP TKIP,PSK,+AC0-67,2,0,   0.  0.  0.  0,10, HuizeLotje, ,
4C:09:D4:31:F7:E3, 2018+AC0-02+AC0-28 18:26:46, 2018+AC0-02+AC0-28 18:26:47,4,54, WPA2, CCMP,PSK,+AC0-70,5,0,   0.  0.  0.  0,13, VGV751931F7E3, ,
F0:3E:90:78:AE:F8, 2018+AC0-02+AC0-28 18:26:47, 2018+AC0-02+AC0-28 18:26:47,4,54, WPA2, CCMP TKIP,PSK,+AC0-77,3,0,   0.  0.  0.  0,15, GameHouse Guest, ,
F0:3E:90:38:AE:F8, 2018+AC0-02+AC0-28 18:26:47, 2018+AC0-02+AC0-28 18:26:47,4,54, WPA2, CCMP TKIP,PSK,+AC0-77,3,0,   0.  0.  0.  0,9, GameHouse, ,
AC:22:0B:D5:52:81, 2018+AC0-02+AC0-28 18:26:46, 2018+AC0-02+AC0-28 18:26:46,3,54, WPA2WPA , CCMP TKIP,PSK,+AC0-77,2,0,   0.  0.  0.  0,11, Moose+AF8-guest, ,
38:FF:36:15:71:28, 2018+AC0-02+AC0-28 18:26:22, 2018+AC0-02+AC0-28 18:26:46,8,54, OPN ,       ,   ,+AC0-77,7,21,  10.  2. 15.254,13, EHV FREE WIFI, ,
54:67:51:E8:B6:61, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:45,1,54, WPA2, CCMP,PSK,+AC0-78,2,0,   0.  0.  0.  0,12, Ziggo7F87F5A, ,
44:32:C8:34:AB:C7, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:45,1,+AC0-1, WPA ,       ,   ,+AC0-79,0,10,   0.  0.  0.  0,0, , ,
EA:40:F2:45:4E:50, 2018+AC0-02+AC0-28 18:26:45, 2018+AC0-02+AC0-28 18:26:45,1,+AC0-1, WPA ,       ,   ,+AC0-81,0,1,   0.  0.  0.  0,0, , ,
BC:8C:CD:B2:F3:C8, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:45,1,54, WPA2, CCMP TKIP,PSK,+AC0-82,3,0,   0.  0.  0.  0,12, UPC247903588, ,
38:FF:36:15:84:78, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:34,13,+AC0-1, OPN ,       ,   ,+AC0-1,0,8,  10.  2. 28.209,0, , ,
AC:22:05:CE:F2:07, 2018+AC0-02+AC0-28 18:26:35, 2018+AC0-02+AC0-28 18:26:36,11,54, WPA2, CCMP TKIP,PSK,+AC0-56,3,0,   0.  0.  0.  0,9, AnilaObee, ,
2C:B0:5D:85:9B:BC, 2018+AC0-02+AC0-28 18:26:34, 2018+AC0-02+AC0-28 18:26:34,2,54, WPA2, CCMP,PSK,+AC0-71,2,0,   0.  0.  0.  0,9, NETGEAR25, ,
54:67:51:82:E2:88, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,44,54, WPA2, CCMP,PSK,+AC0-74,2,0,   0.  0.  0.  0,12, Ziggo1C1E56E, ,
24:65:11:E1:D7:46, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:33,1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-74,2,0,   0.  0.  0.  0,8, Bananita, ,
A2:2A:A8:48:B7:91, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:37,44,54, OPN ,       ,   ,+AC0-75,4,0,   0.  0.  0.  0,12, Faces guests, ,
4C:09:D4:97:A2:5F, 2018+AC0-02+AC0-28 18:26:35, 2018+AC0-02+AC0-28 18:26:35,9,54, WPA2, CCMP,PSK,+AC0-76,2,0,   0.  0.  0.  0,8, Yildi+AF8-AW, ,
84:9C:A6:2A:D1:9D, 2018+AC0-02+AC0-28 18:26:34, 2018+AC0-02+AC0-28 18:26:35,3,54, WPA2, CCMP,PSK,+AC0-76,3,29,   0.  0.  0.  0,14, Manvan Misha's, ,
EC:8A:4C:91:01:5C, 2018+AC0-02+AC0-28 18:26:35, 2018+AC0-02+AC0-28 18:26:35,4,54, WPA2WPA , CCMP TKIP,PSK,+AC0-77,1,0,   0.  0.  0.  0,11, H368N91015C, ,
F0:F2:49:DC:C0:08, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:33,1,54, WPA2, CCMP,PSK,+AC0-77,2,0,   0.  0.  0.  0,9, UPC2CC008, ,
38:D4:0B:B0:F7:E6, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:36,6,54, WPA2, CCMP,PSK,+AC0-78,2,0,   0.  0.  0.  0,9, AndroidAP, ,
E8:40:F2:9B:B6:01, 2018+AC0-02+AC0-28 18:26:36, 2018+AC0-02+AC0-28 18:26:36,11,54, WPA2, CCMP,PSK,+AC0-79,2,0,   0.  0.  0.  0,6,695922, ,
00:24:8C:AB:6C:89, 2018+AC0-02+AC0-28 18:26:35, 2018+AC0-02+AC0-28 18:26:35,4,54, WPA , TKIP,PSK,+AC0-79,2,0,   0.  0.  0.  0,7, Tele2+AC0-1, ,
FA:8F:CA:35:11:28, 2018+AC0-02+AC0-28 18:26:34, 2018+AC0-02+AC0-28 18:26:35,3,54, OPN ,       ,   ,+AC0-79,2,0,   0.  0.  0.  0,0, , ,
F2:F2:49:C7:04:30, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,40,54, WPA2, CCMP,PSK,+AC0-80,2,0,   0.  0.  0.  0,9, UPC570430, ,
90:5C:44:20:A2:EA, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,36,54, WPA2, CCMP,PSK,+AC0-80,2,0,   0.  0.  0.  0,12, Ziggo41DA621, ,
5C:A3:9D:DB:A2:70, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,36,54, WPA2, CCMP,PSK,+AC0-80,3,0,   0.  0.  0.  0,12, UPC501573304, ,
AC:22:05:A2:69:A2, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,48,54, WPA2WPA , CCMP TKIP,PSK,+AC0-81,3,0,   0.  0.  0.  0,14, Beautifulnails, ,
A0:63:91:73:8C:B0, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,44,54, WPA2, CCMP,PSK,+AC0-81,6,0,   0.  0.  0.  0,11, Verouden+AC0-5G, ,
F2:F2:49:90:23:00, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,36,54, WPA2, CCMP,PSK,+AC0-82,3,0,   0.  0.  0.  0,9, UPC502300, ,
24:65:11:E1:D7:42, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,36,54, WPA2WPA , CCMP TKIP,PSK,+AC0-83,2,0,   0.  0.  0.  0,8, Bananita, ,
0A:95:2A:88:AB:10, 2018+AC0-02+AC0-28 18:26:36, 2018+AC0-02+AC0-28 18:26:36,11,+AC0-1, WPA ,       ,   ,+AC0-83,0,8,   0.  0.  0.  0,0, , ,
10:DA:43:C3:55:90, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,44,54, WPA2, CCMP,PSK,+AC0-84,3,1,   0.  0.  0.  0,16, jannelanneman+AC0-5G, ,
DC:71:44:D0:0F:70, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,36,54, WPA2, CCMP,PSK,+AC0-85,2,0,   0.  0.  0.  0,12, UPC501909296, ,
F2:9F:C2:F1:A6:DA, 2018+AC0-02+AC0-28 18:26:24, 2018+AC0-02+AC0-28 18:26:36,6,54, WPA2, CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,16, GoodHabitz+AC0-Guezt, ,
6C:70:9F:E8:86:03, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:37,+AC0-1,54, WPA2, CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,26, Wi+AC0-Fi+AC0-netwerk van Cristina, ,
82:2A:A8:12:66:A5, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,48,54, WPA2, CCMP,PSK,+AC0-86,1,1,   0.  0.  0.  0,15, GoodHabitz+AC0-5GHz, ,
88:79:7E:7A:86:E5, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:33,13,+AC0-1,     ,       ,   ,+AC0-86,0,0,   0.  0.  0.  0,0, , ,
E8:40:F2:84:A3:4E, 2018+AC0-02+AC0-28 18:26:21, 2018+AC0-02+AC0-28 18:26:33,1,54, WPA2, CCMP,PSK,+AC0-87,0,0,   0.  0.  0.  0,9, UPC525059, ,
92:2A:A8:12:3E:16, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,44,54, WPA2, CCMP,PSK,+AC0-88,2,0,   0.  0.  0.  0,16, GoodHabitz+AC0-Guezt, ,
F4:0F:1B:26:4C:FF, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:25,44,+AC0-1, OPN ,       ,   ,+AC0-1,0,2,   0.  0.  0.  0,0, , ,
D4:CA:6D:4C:46:F7, 2018+AC0-02+AC0-28 18:26:23, 2018+AC0-02+AC0-28 18:26:24,9,54, WPA2WPA , CCMP TKIP,PSK,+AC0-70,2,0,   0.  0.  0.  0,3, PA3, ,
92:2A:A8:48:B7:91, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:26,44,54, WPA2, CCMP,PSK,+AC0-71,3,0,   0.  0.  0.  0,8, Gelamour, ,
82:2A:A8:48:B7:91, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:25,44,54, WPA2WPA , CCMP TKIP,PSK,+AC0-72,2,0,   0.  0.  0.  0,5, Faces, ,
92:2A:A8:47:B7:91, 2018+AC0-02+AC0-28 18:26:24, 2018+AC0-02+AC0-28 18:26:24,6,54, OPN ,       ,   ,+AC0-74,2,0,   0.  0.  0.  0,12, Faces guests, ,
80:2A:A8:47:B7:91, 2018+AC0-02+AC0-28 18:26:24, 2018+AC0-02+AC0-28 18:26:24,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-76,3,0,   0.  0.  0.  0,5, Faces, ,
28:34:A2:33:86:C2, 2018+AC0-02+AC0-28 18:26:24, 2018+AC0-02+AC0-28 18:26:25,6,54, WPA2, CCMP,PSK,+AC0-78,3,0,   0.  0.  0.  0,10, PHI+AC0-MUSEUM, ,
F0:3E:90:78:85:AC, 2018+AC0-02+AC0-28 18:26:26, 2018+AC0-02+AC0-28 18:26:26,48,54, WPA2, CCMP TKIP,PSK,+AC0-82,2,0,   0.  0.  0.  0,15, GameHouse Guest, ,
F0:3E:90:38:85:AC, 2018+AC0-02+AC0-28 18:26:26, 2018+AC0-02+AC0-28 18:26:26,48,54, WPA2, CCMP TKIP,PSK,+AC0-82,2,0,   0.  0.  0.  0,9, GameHouse, ,
F0:9F:C2:F1:A6:DA, 2018+AC0-02+AC0-28 18:26:24, 2018+AC0-02+AC0-28 18:26:25,6,54, WPA2, CCMP,PSK,+AC0-84,2,0,   0.  0.  0.  0,10, GoodHabitz, ,
F0:3E:90:38:A8:4C, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:25,40,54, WPA2, CCMP TKIP,PSK,+AC0-85,1,0,   0.  0.  0.  0,9, GameHouse, ,
F0:3E:90:78:B4:3C, 2018+AC0-02+AC0-28 18:26:27, 2018+AC0-02+AC0-28 18:26:27,104,54, WPA2, CCMP TKIP,PSK,+AC0-86,3,0,   0.  0.  0.  0,15, GameHouse Guest, ,
F0:3E:90:38:B4:3C, 2018+AC0-02+AC0-28 18:26:27, 2018+AC0-02+AC0-28 18:26:27,104,54, WPA2, CCMP TKIP,PSK,+AC0-86,3,0,   0.  0.  0.  0,9, GameHouse, ,
F0:3E:90:78:A8:4C, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:25,40,54, WPA2, CCMP TKIP,PSK,+AC0-86,1,0,   0.  0.  0.  0,15, GameHouse Guest, ,
48:D7:05:F1:27:D7, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:25,36,54, WPA2, CCMP,PSK,+AC0-86,2,0,   0.  0.  0.  0,15, Onze WiFi 5 GHz, ,
16:9A:DD:87:4E:BA, 2018+AC0-02+AC0-28 18:26:27, 2018+AC0-02+AC0-28 18:26:27,100,54, WPA2, CCMP,PSK,+AC0-87,2,0,   0.  0.  0.  0,23, Mud Company gastnetwerk, ,
10:9A:DD:87:4E:BA, 2018+AC0-02+AC0-28 18:26:27, 2018+AC0-02+AC0-28 18:26:27,100,54, WPA2, CCMP,PSK,+AC0-87,3,0,   0.  0.  0.  0,17, Mud Company 5 GHz, ,
AC:16:2D:E2:4F:22, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:26,44,54, WPA2WPA , CCMP TKIP,PSK,+AC0-87,2,0,   0.  0.  0.  0,18, Bibliotheek+AC0-Extern, ,
AC:16:2D:E2:4F:23, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:25,100,54, WPA2, CCMP,PSK,+AC0-87,2,0,   0.  0.  0.  0,27, Bibliotheek+AC0-Belastingdienst, ,
70:73:CB:BA:F7:BA, 2018+AC0-02+AC0-28 18:26:27, 2018+AC0-02+AC0-28 18:26:27,64,54, WPA2, CCMP,PSK,+AC0-88,2,0,   0.  0.  0.  0,15, Onze WiFi 5 GHz, ,
AC:16:2D:E2:4F:20, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:25,44,54, WPA2WPA , CCMP TKIP,PSK,+AC0-88,2,0,   0.  0.  0.  0,23, Bibliotheek+AC0-Medewerkers, ,
00:23:EB:2C:EF:C5, 2018+AC0-02+AC0-28 18:26:13, 2018+AC0-02+AC0-28 18:26:13,6,54, WPA2, CCMP,PSK,+AC0-78,2,0,   0.  0.  0.  0,1, , ,
00:23:EB:2C:EF:CA, 2018+AC0-02+AC0-28 18:26:13, 2018+AC0-02+AC0-28 18:26:13,+AC0-1,54, WPA2, CCMP,PSK,+AC0-81,3,0,   0.  0.  0.  0,1, , ,
00:23:EB:2C:EF:CE, 2018+AC0-02+AC0-28 18:26:13, 2018+AC0-02+AC0-28 18:26:13,+AC0-1,54, WPA2, CCMP, MGT,+AC0-82,2,0,   0.  0.  0.  0,6, DAE+AC0-ST, ,
00:23:EB:2C:EF:C7, 2018+AC0-02+AC0-28 18:26:13, 2018+AC0-02+AC0-28 18:26:13,+AC0-1,54, WPA2, CCMP, MGT,+AC0-83,2,0,   0.  0.  0.  0,6, DAE+AC0-EM, ,
00:23:EB:2C:EF:CD, 2018+AC0-02+AC0-28 18:26:13, 2018+AC0-02+AC0-28 18:26:13,+AC0-1,54, WPA2, CCMP,PSK,+AC0-84,2,0,   0.  0.  0.  0,6, DAE+AC0-GT, ,
00:23:EB:2C:EF:CC, 2018+AC0-02+AC0-28 18:26:13, 2018+AC0-02+AC0-28 18:26:13,+AC0-1,54, WPA2, CCMP, MGT,+AC0-84,3,0,   0.  0.  0.  0,7, eduroam, ,
0A:8D:CB:94:72:2A, 2018+AC0-02+AC0-28 18:26:14, 2018+AC0-02+AC0-28 18:26:14,48,54, WPA2, CCMP,PSK,+AC0-85,2,0,   0.  0.  0.  0,10, GITP+AC0-Guest, ,
18:8B:9D:13:3B:CF, 2018+AC0-02+AC0-28 18:26:13, 2018+AC0-02+AC0-28 18:26:14,+AC0-1,54, WPA2, CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,21, Brainport Development, ,
